Crop,Storage_Type,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
Wheat,Dry Storage,84,10.4,42.7
Tomato,Dry Storage,82,14.8,51.6
Onion,Dry Storage,68,4.0,89.8
Onion,Cold Storage,102,10.0,84.0
Maize,Dry Storage,164,6.9,54.6
Cotton,Cold Storage,68,10.5,89.2
Wheat,Dry Storage,97,19.6,80.1
Onion,Dry Storage,20,12.7,79.0
Sugarcane,Dry Storage,126,16.0,73.7
Wheat,Ambient,49,17.1,82.7
Pulses,Dry Storage,75,24.2,67.1
Wheat,Dry Storage,67,19.7,58.6
Chilli,Ambient,156,7.2,87.3
Wheat,Cold Storage,153,6.1,65.3
Chilli,Dry Storage,78,16.3,86.5
Apple,Dry Storage,123,12.6,44.9
Maize,Cold Storage,148,12.1,59.7
Chilli,Cold Storage,92,3.1,64.0
Banana,Dry Storage,129,8.7,90.3
Pulses,Dry Storage,97,7.8,89.8
Rice,Dry Storage,124,4.9,48.9
Maize,Cold Storage,110,4.7,56.6
Onion,Dry Storage,98,5.9,66.3
Maize,Cold Storage,77,21.5,87.5
Mango,Ambient,67,8.7,60.1
Cotton,Ambient,153,22.4,42.3
Wheat,Cold Storage,175,14.6,81.2
Pulses,Ambient,135,22.1,67.2
Sugarcane,Cold Storage,42,19.1,69.5
Grapes,Cold Storage,73,17.3,61.1
Groundnut,Ambient,101,16.8,53.6
Cotton,Cold Storage,84,4.8,87.8
Potato,Cold Storage,75,2.6,79.4
Mango,Ambient,107,10.5,61.6
Rice,Ambient,128,9.2,65.6
Rice,Dry Storage,157,4.5,87.3
Groundnut,Ambient,96,2.1,60.6
Potato,Ambient,107,22.9,81.4
Mango,Dry Storage,125,12.7,74.6
Tomato,Ambient,109,9.3,91.8
Onion,Dry Storage,154,6.2,94.9
Potato,Cold Storage,81,19.6,88.9
Potato,Cold Storage,169,23.8,75.1
Banana,Dry Storage,175,22.8,66.8
Maize,Ambient,97,10.2,64.7
Rice,Cold Storage,119,22.3,78.1
Mango,Ambient,138,15.8,41.4
Pulses,Ambient,65,17.8,74.7
Groundnut,Ambient,90,18.1,74.1
Onion,Ambient,96,2.6,66.4
Apple,Ambient,72,7.8,60.2
Grapes,Ambient,76,5.2,52.7
Tomato,Cold Storage,174,21.7,91.7
Pulses,Dry Storage,66,15.0,60.8
Rice,Ambient,44,17.0,62.5
Mango,Ambient,159,10.7,69.8
Wheat,Dry Storage,34,19.4,72.7
Pulses,Cold Storage,34,20.3,62.6
Apple,Dry Storage,42,3.4,93.3
Mango,Ambient,42,3.0,91.0
Pulses,Dry Storage,137,9.7,57.9
Groundnut,Dry Storage,53,12.9,86.4
Pulses,Cold Storage,12,6.6,56.2
Tomato,Ambient,144,22.0,86.6
Banana,Dry Storage,8,5.1,58.0
Pulses,Cold Storage,11,6.8,61.8
Onion,Cold Storage,13,24.1,53.4
Apple,Cold Storage,108,11.1,48.5
Mango,Ambient,100,12.9,82.2
Apple,Cold Storage,137,2.1,74.9
Tomato,Cold Storage,100,17.2,75.9
Banana,Cold Storage,29,11.7,94.4
Sugarcane,Cold Storage,8,19.4,81.0
Banana,Dry Storage,8,14.0,64.7
Banana,Ambient,177,5.9,85.0
Potato,Dry Storage,90,22.8,87.4
Potato,Dry Storage,88,8.0,42.4
Mango,Dry Storage,45,12.9,51.5
Rice,Dry Storage,37,14.5,72.1
Apple,Ambient,94,15.5,68.9
Cotton,Ambient,78,4.3,44.3
Banana,Dry Storage,84,18.6,49.4
Cotton,Dry Storage,13,16.5,46.6
Pulses,Cold Storage,22,18.6,89.0
Banana,Dry Storage,66,3.1,52.6
Banana,Ambient,81,14.8,77.9
Banana,Cold Storage,30,21.9,68.3
Rice,Ambient,131,14.1,84.8
Potato,Ambient,96,8.5,92.6
Cotton,Dry Storage,18,9.4,42.1
Banana,Cold Storage,13,7.4,62.9
Groundnut,Ambient,41,8.7,70.5
Wheat,Cold Storage,43,9.5,80.8
Banana,Ambient,26,8.2,60.8
Cotton,Dry Storage,49,22.6,72.6
Rice,Cold Storage,158,13.3,75.0
Chilli,Dry Storage,82,22.9,90.0
Pulses,Ambient,113,15.5,89.3
Cotton,Ambient,157,6.8,70.9
Banana,Dry Storage,134,14.8,43.3
Apple,Cold Storage,14,11.3,85.2
Wheat,Cold Storage,168,3.5,61.3
Wheat,Ambient,33,6.0,75.2
Tomato,Dry Storage,100,2.4,50.1
Cotton,Ambient,8,18.6,63.5
Tomato,Dry Storage,88,8.5,86.7
Onion,Ambient,72,23.7,53.6
Pulses,Cold Storage,87,13.5,54.7
Potato,Dry Storage,21,20.3,81.8
Mango,Dry Storage,20,16.5,71.1
Chilli,Dry Storage,47,24.4,76.4
Groundnut,Cold Storage,77,4.1,42.4
Grapes,Dry Storage,45,20.2,92.9
Chilli,Cold Storage,113,8.4,56.8
Groundnut,Cold Storage,39,12.1,51.8
Wheat,Dry Storage,161,5.1,71.7
Banana,Cold Storage,36,8.5,41.7
Sugarcane,Ambient,22,16.3,40.2
Banana,Ambient,35,19.8,80.6
Groundnut,Ambient,169,13.6,67.2
Potato,Cold Storage,49,7.2,41.1
Mango,Dry Storage,102,10.4,59.3
Mango,Ambient,93,12.9,70.0
Tomato,Cold Storage,166,18.7,92.2
Potato,Cold Storage,133,4.8,73.4
Pulses,Ambient,10,14.3,56.6
Pulses,Dry Storage,161,2.9,43.7
Banana,Cold Storage,24,2.4,55.0
Maize,Ambient,57,8.3,41.7
Wheat,Dry Storage,44,10.7,69.9
Maize,Dry Storage,74,15.9,86.7
Sugarcane,Dry Storage,61,6.1,91.8
Wheat,Cold Storage,117,15.1,57.4
Potato,Cold Storage,9,18.9,92.2
Rice,Ambient,48,18.9,80.6
Wheat,Ambient,60,7.2,50.7
Potato,Cold Storage,117,7.4,61.1
Chilli,Cold Storage,144,23.9,66.4
Cotton,Ambient,12,5.7,48.4
Apple,Ambient,45,12.8,94.8
Potato,Cold Storage,145,13.9,84.3
Onion,Ambient,89,3.7,44.5
Groundnut,Ambient,111,8.5,90.4
Mango,Cold Storage,77,12.9,66.0
Apple,Cold Storage,16,9.1,70.0
Apple,Dry Storage,175,7.6,77.1
Maize,Ambient,107,14.9,41.0
Wheat,Dry Storage,130,19.7,86.7
Maize,Cold Storage,44,15.6,79.4
Banana,Cold Storage,86,24.8,83.9
Potato,Cold Storage,141,16.8,79.2
Onion,Dry Storage,84,7.4,51.5
Maize,Ambient,18,23.1,92.1
Chilli,Dry Storage,147,16.3,88.6
Maize,Cold Storage,50,13.7,56.0
Wheat,Ambient,155,15.9,85.6
Tomato,Dry Storage,30,6.1,93.4
Apple,Ambient,96,2.1,88.8
Potato,Dry Storage,49,5.1,84.7
Onion,Ambient,32,7.7,77.0
Pulses,Dry Storage,60,2.4,93.5
Sugarcane,Dry Storage,31,20.3,87.6
Groundnut,Ambient,120,3.9,73.6
Groundnut,Dry Storage,125,21.2,87.7
Sugarcane,Dry Storage,119,5.2,84.1
Grapes,Cold Storage,62,22.4,40.6
Rice,Dry Storage,35,19.6,48.2
Groundnut,Cold Storage,164,12.8,54.7
Mango,Ambient,108,2.5,54.9
Potato,Cold Storage,152,7.1,63.7
Maize,Ambient,98,18.7,45.9
Grapes,Ambient,90,3.9,72.6
Cotton,Cold Storage,125,17.7,63.9
Sugarcane,Ambient,10,14.0,64.7
Rice,Ambient,63,22.7,83.6
Banana,Ambient,69,11.4,89.3
Banana,Dry Storage,115,21.1,68.0
Banana,Cold Storage,157,7.4,80.1
Wheat,Dry Storage,122,19.1,63.1
Sugarcane,Dry Storage,32,21.2,86.0
Apple,Cold Storage,138,18.8,56.2
Wheat,Cold Storage,28,23.2,40.8
Potato,Ambient,127,6.1,47.4
Maize,Dry Storage,99,14.7,79.3
Groundnut,Ambient,92,8.7,44.0
Grapes,Cold Storage,41,7.1,69.3
Banana,Cold Storage,7,18.4,49.4
Groundnut,Cold Storage,116,10.5,44.8
Tomato,Dry Storage,162,5.9,83.9
Banana,Cold Storage,68,18.5,76.7
Chilli,Ambient,37,10.4,80.0
Groundnut,Dry Storage,101,3.7,63.1
Banana,Cold Storage,172,13.0,64.3
Groundnut,Dry Storage,69,12.2,92.7
Grapes,Dry Storage,72,24.2,83.1
Maize,Cold Storage,50,5.6,70.7
Wheat,Cold Storage,47,8.3,87.6
Mango,Dry Storage,135,13.8,74.9
Banana,Cold Storage,45,20.5,62.8
Groundnut,Dry Storage,142,21.0,95.0
Onion,Cold Storage,127,3.2,48.3
Potato,Cold Storage,19,24.9,78.7
Pulses,Ambient,171,2.0,57.2
Cotton,Dry Storage,48,21.0,50.9
Cotton,Cold Storage,130,21.8,41.7
Chilli,Ambient,15,5.8,44.9
Wheat,Cold Storage,172,9.8,65.5
Mango,Dry Storage,64,13.6,87.0
Mango,Ambient,7,7.0,87.9
Maize,Cold Storage,85,5.4,57.8
Onion,Cold Storage,64,13.3,41.2
Potato,Ambient,28,10.6,48.1
Onion,Cold Storage,52,5.9,58.7
Chilli,Ambient,58,23.7,46.6
Potato,Cold Storage,65,5.5,62.3
Sugarcane,Dry Storage,99,23.9,40.1
Groundnut,Ambient,154,19.2,71.0
Maize,Dry Storage,166,19.3,76.6
Cotton,Ambient,62,7.7,66.6
Banana,Cold Storage,67,13.0,81.8
Groundnut,Dry Storage,6,15.3,49.5
Potato,Ambient,49,13.9,55.6
Potato,Dry Storage,152,17.8,47.9
Mango,Cold Storage,22,12.6,93.5
Tomato,Dry Storage,78,4.8,86.3
Tomato,Ambient,46,6.4,78.0
Cotton,Dry Storage,58,2.9,67.3
Sugarcane,Dry Storage,52,8.9,65.2
Potato,Ambient,85,15.0,86.9
Pulses,Ambient,72,18.2,46.7
Tomato,Ambient,22,18.2,89.9
Rice,Dry Storage,170,17.7,57.2
Grapes,Ambient,26,2.2,47.7
Groundnut,Cold Storage,116,11.8,51.5
Banana,Dry Storage,46,5.1,56.8
Mango,Cold Storage,66,23.9,87.9
Maize,Cold Storage,177,9.8,90.7
Maize,Dry Storage,160,9.4,49.2
Apple,Dry Storage,177,13.3,61.4
Chilli,Cold Storage,39,22.0,84.9
Cotton,Ambient,11,21.3,60.7
Chilli,Ambient,17,5.2,82.9
Pulses,Dry Storage,93,6.3,94.7
Sugarcane,Dry Storage,161,16.8,61.7
Banana,Dry Storage,61,11.1,75.7
Tomato,Dry Storage,31,4.7,69.0
Chilli,Dry Storage,14,2.3,53.9
Grapes,Dry Storage,29,13.4,77.6
Potato,Ambient,148,13.6,66.7
Pulses,Dry Storage,179,6.7,84.5
Chilli,Ambient,146,9.5,64.7
Sugarcane,Ambient,176,5.5,44.4
Chilli,Dry Storage,142,14.2,45.9
Apple,Ambient,178,6.9,53.0
Onion,Dry Storage,113,23.3,74.1
Maize,Ambient,131,3.0,47.5
Rice,Cold Storage,77,18.9,67.1
Cotton,Ambient,99,5.0,43.5
Wheat,Dry Storage,103,21.3,60.8
Cotton,Dry Storage,142,23.5,52.2
Banana,Cold Storage,60,24.5,81.1
Apple,Cold Storage,143,19.7,79.8
Potato,Dry Storage,52,10.1,79.2
Banana,Cold Storage,103,18.1,73.1
Onion,Dry Storage,122,23.1,51.5
Banana,Cold Storage,55,20.7,52.0
Mango,Ambient,58,17.0,56.6
Groundnut,Dry Storage,159,20.8,78.2
Chilli,Cold Storage,166,10.8,56.1
Rice,Cold Storage,55,21.9,68.9
Chilli,Ambient,88,11.5,48.0
Maize,Cold Storage,56,10.7,63.7
Grapes,Dry Storage,108,14.2,92.0
Maize,Dry Storage,63,12.5,91.5
Mango,Ambient,141,14.8,45.3
Maize,Cold Storage,112,10.4,58.2
Pulses,Cold Storage,134,8.2,73.3
Onion,Cold Storage,160,18.5,69.0
Mango,Cold Storage,168,9.3,49.3
Chilli,Cold Storage,93,4.3,54.6
Onion,Ambient,88,13.8,53.1
Cotton,Cold Storage,85,18.1,79.9
Rice,Dry Storage,106,6.5,77.8
Maize,Ambient,22,4.2,62.6
Potato,Cold Storage,106,6.6,92.5
Banana,Cold Storage,154,23.8,66.3
Chilli,Cold Storage,61,18.0,42.9
Cotton,Ambient,26,21.2,65.2
Grapes,Dry Storage,128,16.5,85.2
Cotton,Ambient,64,21.2,82.5
Wheat,Cold Storage,25,19.2,62.2
Tomato,Dry Storage,21,19.8,84.1
Sugarcane,Dry Storage,15,19.4,57.0
Mango,Dry Storage,155,8.4,82.0
Mango,Ambient,15,16.3,63.0
Wheat,Cold Storage,131,16.2,69.8
Apple,Cold Storage,17,11.0,54.8
Potato,Ambient,29,7.3,89.9
Cotton,Ambient,174,2.8,67.9
Grapes,Dry Storage,131,3.2,55.8
Apple,Ambient,30,21.3,74.3
Wheat,Dry Storage,72,2.0,86.7
Chilli,Ambient,64,18.1,71.6
Mango,Cold Storage,99,12.8,75.6
Grapes,Ambient,33,2.6,57.6
Grapes,Ambient,159,20.1,69.0
Mango,Ambient,115,10.2,70.4
Pulses,Ambient,138,13.6,62.9
Maize,Ambient,154,2.1,70.8
Maize,Ambient,8,23.9,58.1
Tomato,Ambient,149,9.4,41.0
Pulses,Ambient,19,15.9,45.9
Groundnut,Ambient,13,24.9,79.1
Groundnut,Ambient,49,22.9,85.5
Wheat,Dry Storage,174,23.4,44.3
Grapes,Ambient,169,8.9,76.3
Cotton,Ambient,44,7.2,49.0
Potato,Ambient,161,12.0,59.1
Wheat,Dry Storage,104,14.1,82.0
Tomato,Dry Storage,91,8.0,63.6
Mango,Cold Storage,9,13.4,88.8
Potato,Dry Storage,37,25.0,44.1
Groundnut,Dry Storage,46,12.9,60.0
Groundnut,Ambient,21,22.4,84.1
Grapes,Ambient,172,4.9,85.2
Banana,Cold Storage,130,6.8,82.2
Mango,Dry Storage,119,20.3,92.1
Cotton,Cold Storage,138,22.6,94.2
Cotton,Dry Storage,109,14.6,70.4
Tomato,Cold Storage,11,23.5,62.6
Maize,Dry Storage,45,4.0,75.7
Potato,Dry Storage,36,4.1,75.8
Sugarcane,Ambient,82,11.2,86.5
Chilli,Ambient,174,9.4,91.3
Chilli,Cold Storage,40,2.1,66.8
Cotton,Dry Storage,144,12.0,76.9
Wheat,Dry Storage,19,14.4,45.1
Wheat,Cold Storage,127,19.2,67.1
Mango,Cold Storage,121,24.2,51.5
Chilli,Cold Storage,30,6.5,62.1
Wheat,Ambient,16,12.9,76.8
Potato,Cold Storage,94,17.7,81.2
Groundnut,Ambient,20,11.6,53.6
Potato,Cold Storage,168,7.4,75.6
Mango,Cold Storage,8,4.3,51.7
Groundnut,Ambient,166,3.0,84.6
Potato,Ambient,88,11.8,41.0
Grapes,Ambient,35,24.1,58.5
Rice,Dry Storage,47,4.7,57.8
Mango,Cold Storage,71,6.2,67.2
Onion,Cold Storage,55,13.9,92.7
Cotton,Cold Storage,128,23.4,53.5
Mango,Ambient,135,11.0,40.8
Sugarcane,Ambient,16,21.9,81.8
Mango,Dry Storage,89,7.9,44.6
Pulses,Dry Storage,59,8.6,92.3
Apple,Dry Storage,69,23.5,59.6
Banana,Ambient,169,7.0,72.7
Chilli,Dry Storage,111,19.0,83.9
Tomato,Dry Storage,88,12.1,60.1
Onion,Ambient,47,9.7,63.8
Onion,Dry Storage,17,19.2,69.4
Sugarcane,Dry Storage,11,24.1,87.4
Sugarcane,Dry Storage,31,16.1,77.7
Rice,Cold Storage,5,18.9,47.5
Sugarcane,Ambient,96,23.6,65.6
Sugarcane,Ambient,93,24.4,49.4
Maize,Cold Storage,32,19.2,74.6
Groundnut,Ambient,53,10.4,64.4
Sugarcane,Ambient,129,14.8,79.1
Groundnut,Dry Storage,174,12.4,90.2
Grapes,Cold Storage,67,10.5,86.0
Banana,Ambient,113,5.4,75.9
Groundnut,Cold Storage,96,14.5,71.7
Maize,Dry Storage,84,17.8,40.5
Potato,Cold Storage,70,19.7,80.7
Grapes,Ambient,82,19.2,54.6
Banana,Cold Storage,49,9.7,54.3
Sugarcane,Cold Storage,64,3.4,71.0
Tomato,Ambient,165,16.7,70.5
Cotton,Cold Storage,29,22.0,73.2
Apple,Ambient,107,8.8,49.4
Apple,Dry Storage,78,8.5,75.1
Chilli,Cold Storage,48,14.7,69.7
Cotton,Cold Storage,50,10.0,86.2
Maize,Ambient,161,20.1,57.5
Onion,Ambient,143,10.3,82.1
Cotton,Cold Storage,124,3.5,93.3
Apple,Dry Storage,135,2.1,92.4
Mango,Ambient,105,6.0,94.7
Grapes,Cold Storage,59,14.7,43.9
Cotton,Dry Storage,72,22.4,46.2
Banana,Dry Storage,136,9.7,70.5
Maize,Dry Storage,70,24.2,73.9
Onion,Cold Storage,18,15.0,57.1
Pulses,Ambient,152,19.6,64.4
Wheat,Dry Storage,67,11.6,85.8
Cotton,Cold Storage,124,18.0,78.2
Sugarcane,Dry Storage,59,19.4,75.6
Potato,Dry Storage,36,16.1,42.1
Onion,Cold Storage,92,19.7,57.5
Mango,Dry Storage,67,21.9,85.1
Tomato,Ambient,121,9.8,71.4
Apple,Cold Storage,115,4.7,56.2
Wheat,Ambient,68,19.0,72.0
Pulses,Dry Storage,146,12.9,44.3
Pulses,Cold Storage,69,10.8,75.9
Sugarcane,Ambient,52,19.3,64.7
Groundnut,Cold Storage,42,2.5,75.3
Cotton,Dry Storage,104,22.7,46.2
Cotton,Dry Storage,176,11.4,42.6
Maize,Ambient,178,2.1,58.6
Apple,Cold Storage,8,12.5,86.9
Wheat,Cold Storage,9,21.5,58.1
Tomato,Cold Storage,31,12.8,50.6
Grapes,Ambient,33,8.5,58.5
Apple,Ambient,150,2.3,44.0
Sugarcane,Cold Storage,110,19.7,63.8
Wheat,Dry Storage,109,24.8,57.0
Cotton,Cold Storage,43,5.1,69.8
Cotton,Cold Storage,173,21.6,40.6
Maize,Ambient,165,6.8,71.1
Sugarcane,Dry Storage,24,10.2,80.6
Pulses,Dry Storage,27,13.5,75.9
Sugarcane,Dry Storage,98,19.2,55.9
Mango,Cold Storage,170,18.0,85.1
Maize,Cold Storage,164,18.6,89.0
Groundnut,Ambient,31,15.3,58.9
Wheat,Dry Storage,52,2.4,45.1
Onion,Dry Storage,171,8.3,80.6
Banana,Cold Storage,51,24.5,82.4
Mango,Dry Storage,132,14.6,72.6
Potato,Cold Storage,72,22.1,57.7
Rice,Dry Storage,104,8.3,76.8
Sugarcane,Ambient,86,10.8,66.4
Tomato,Ambient,33,18.1,56.2
Cotton,Ambient,61,20.0,43.4
Cotton,Cold Storage,133,14.9,58.3
Sugarcane,Cold Storage,40,13.9,61.4
Mango,Ambient,89,18.9,51.4
Wheat,Dry Storage,142,13.1,92.4
Potato,Ambient,160,16.6,45.0
Cotton,Dry Storage,8,14.5,91.3
Pulses,Dry Storage,15,18.8,74.6
Tomato,Ambient,163,19.6,47.8
Tomato,Cold Storage,5,16.6,92.6
Onion,Cold Storage,77,22.4,72.1
Grapes,Dry Storage,102,21.8,50.5
Groundnut,Cold Storage,74,22.4,69.9
Wheat,Dry Storage,59,7.0,73.2
Tomato,Ambient,74,16.9,89.7
Apple,Ambient,54,11.3,68.1
Banana,Ambient,116,4.8,90.4
Apple,Ambient,41,3.4,58.3
Wheat,Dry Storage,37,4.2,91.5
Apple,Ambient,161,21.7,78.5
Apple,Cold Storage,43,16.7,70.3
Potato,Cold Storage,169,19.8,56.2
Banana,Dry Storage,65,24.5,94.7
Banana,Dry Storage,167,24.7,84.3
Sugarcane,Dry Storage,85,5.0,75.3
Banana,Cold Storage,23,7.6,76.4
Potato,Cold Storage,59,21.0,76.7
Potato,Ambient,155,17.4,91.3
Tomato,Ambient,91,24.5,62.1
Chilli,Dry Storage,157,5.2,63.8
Banana,Dry Storage,158,6.0,68.5
Tomato,Ambient,29,11.6,43.7
Banana,Dry Storage,58,5.9,71.5
Grapes,Ambient,76,3.1,43.5
Groundnut,Ambient,150,4.1,81.8
Tomato,Dry Storage,150,15.7,49.2
Potato,Dry Storage,111,19.0,72.0
Rice,Cold Storage,7,12.1,61.9
Sugarcane,Dry Storage,115,11.7,66.0
Mango,Cold Storage,176,15.1,85.5
Onion,Dry Storage,18,15.0,79.4
Grapes,Dry Storage,7,5.9,72.2
Grapes,Ambient,7,6.4,69.5
Tomato,Dry Storage,156,21.8,63.2
Banana,Cold Storage,140,11.5,41.9
Pulses,Ambient,146,16.8,75.7
Onion,Cold Storage,8,2.3,54.0
Potato,Cold Storage,26,12.6,70.9
Groundnut,Cold Storage,19,19.1,87.4
Onion,Ambient,99,2.1,47.1
Groundnut,Dry Storage,79,18.9,83.1
Pulses,Dry Storage,71,3.3,55.7
Mango,Ambient,154,4.0,72.2
Rice,Ambient,125,18.9,40.6
Banana,Cold Storage,85,19.4,43.7
Apple,Dry Storage,64,9.8,86.3
Pulses,Cold Storage,41,22.5,92.8
Chilli,Cold Storage,88,19.5,45.7
Potato,Cold Storage,21,18.4,76.0
Pulses,Dry Storage,19,4.6,56.0
Groundnut,Cold Storage,81,21.1,87.6
Chilli,Ambient,56,17.5,44.8
Cotton,Ambient,18,3.3,63.0
Cotton,Dry Storage,84,5.6,74.3
Wheat,Cold Storage,179,13.5,90.7
Cotton,Ambient,170,19.0,84.3
Tomato,Cold Storage,70,10.5,58.1
Chilli,Dry Storage,72,23.8,74.4
Banana,Ambient,69,5.9,66.4
Grapes,Dry Storage,163,24.0,42.8
Tomato,Dry Storage,36,14.2,88.4
Banana,Cold Storage,35,5.0,64.9
Potato,Ambient,114,15.7,83.5
Groundnut,Cold Storage,107,14.1,56.4
Mango,Ambient,165,11.0,66.2
Rice,Dry Storage,87,14.5,41.0
Banana,Dry Storage,103,10.2,40.3
Potato,Cold Storage,44,9.0,54.1
Rice,Dry Storage,104,24.7,63.1
Mango,Ambient,84,24.3,85.6
Onion,Dry Storage,14,8.8,47.0
Banana,Dry Storage,176,23.2,74.0
Sugarcane,Cold Storage,126,9.3,42.6
Tomato,Dry Storage,24,6.7,68.4
Sugarcane,Dry Storage,135,17.7,57.7
Sugarcane,Cold Storage,135,4.9,90.2
Banana,Dry Storage,34,16.7,56.3
Maize,Ambient,60,7.0,67.4
Mango,Ambient,128,21.0,65.7
Banana,Ambient,56,11.8,53.4
Tomato,Ambient,116,23.3,52.3
Rice,Dry Storage,37,11.2,53.5
Apple,Cold Storage,89,23.9,85.5
Sugarcane,Cold Storage,153,15.0,70.3
Tomato,Dry Storage,110,18.1,58.1
Apple,Dry Storage,76,5.7,90.1
Potato,Cold Storage,159,18.8,78.4
Onion,Cold Storage,5,5.7,86.9
Chilli,Cold Storage,77,4.1,73.3
Banana,Dry Storage,165,22.2,94.4
Cotton,Ambient,28,15.3,83.6
Pulses,Cold Storage,106,12.1,83.3
Onion,Dry Storage,41,5.4,71.7
Grapes,Ambient,30,3.1,50.8
Tomato,Dry Storage,136,13.1,55.1
Tomato,Cold Storage,80,8.2,59.7
Rice,Dry Storage,158,23.9,45.5
Grapes,Dry Storage,139,11.3,56.1
Pulses,Dry Storage,16,5.0,58.9
Potato,Ambient,179,21.2,62.5
Sugarcane,Dry Storage,122,5.4,40.2
Pulses,Ambient,21,23.9,87.4
Potato,Ambient,22,2.9,86.5
Banana,Ambient,80,10.6,78.7
Apple,Cold Storage,49,17.0,45.3
Chilli,Cold Storage,144,16.9,75.5
Groundnut,Cold Storage,68,4.6,88.2
Cotton,Dry Storage,74,21.8,87.6
Groundnut,Dry Storage,27,9.9,73.7
Apple,Cold Storage,14,24.4,71.0
Onion,Cold Storage,155,5.9,86.1
Maize,Dry Storage,108,5.5,72.6
Grapes,Ambient,57,18.2,63.1
Grapes,Cold Storage,93,20.7,84.3
Cotton,Cold Storage,134,12.7,73.3
Potato,Ambient,149,12.1,92.2
Sugarcane,Ambient,78,22.0,90.9
Cotton,Ambient,74,6.0,55.3
Grapes,Cold Storage,6,17.3,51.7
Onion,Ambient,176,20.2,70.6
Groundnut,Cold Storage,128,15.5,46.3
Banana,Dry Storage,39,5.2,79.3
Rice,Ambient,30,23.0,90.3
Groundnut,Dry Storage,131,2.7,55.8
Apple,Dry Storage,7,17.5,68.1
Onion,Ambient,176,15.6,48.4
Chilli,Ambient,93,14.9,42.3
Apple,Dry Storage,147,4.7,56.6
Apple,Ambient,129,4.5,64.8
Cotton,Cold Storage,86,3.4,91.2
Wheat,Dry Storage,64,19.2,78.1
Wheat,Cold Storage,109,14.8,80.1
Mango,Dry Storage,147,12.7,46.0
Groundnut,Dry Storage,86,9.8,63.4
Apple,Cold Storage,49,22.8,63.9
Mango,Cold Storage,121,12.7,59.1
Apple,Ambient,97,7.4,77.1
Potato,Ambient,8,20.9,56.4
Groundnut,Dry Storage,28,10.8,90.1
Onion,Cold Storage,47,8.5,40.7
Maize,Cold Storage,59,12.2,51.4
Tomato,Dry Storage,57,19.4,54.2
Mango,Ambient,40,20.4,69.3
Banana,Ambient,57,18.2,77.0
Pulses,Cold Storage,73,18.9,43.3
Groundnut,Ambient,16,11.4,91.5
Sugarcane,Ambient,5,21.4,55.2
Chilli,Cold Storage,63,21.9,88.9
Cotton,Ambient,126,25.0,54.3
Cotton,Dry Storage,25,24.3,69.7
Cotton,Cold Storage,79,3.9,57.6
Grapes,Dry Storage,179,19.3,85.8
Wheat,Dry Storage,107,6.0,61.4
Groundnut,Dry Storage,129,10.7,85.2
Sugarcane,Dry Storage,117,8.1,51.2
Mango,Ambient,165,12.0,94.2
Onion,Dry Storage,34,15.4,65.3
Tomato,Cold Storage,14,17.6,81.9
Apple,Dry Storage,138,12.1,44.8
Pulses,Dry Storage,177,5.8,69.4
Pulses,Dry Storage,24,7.0,58.7
Banana,Dry Storage,68,11.4,78.9
Rice,Ambient,47,3.1,83.9
Groundnut,Cold Storage,13,4.6,74.1
Maize,Dry Storage,74,19.1,58.3
Mango,Cold Storage,80,13.8,60.4
Banana,Dry Storage,154,6.9,92.6
Onion,Ambient,76,13.1,81.1
Pulses,Ambient,90,6.0,62.8
Rice,Cold Storage,15,15.1,66.8
Maize,Ambient,157,17.8,54.1
Rice,Dry Storage,23,13.2,58.0
Pulses,Cold Storage,60,19.9,62.3
Potato,Cold Storage,158,5.2,79.5
Maize,Cold Storage,40,14.9,78.1
Wheat,Dry Storage,145,3.7,67.8
Onion,Dry Storage,102,19.8,68.1
Pulses,Cold Storage,175,15.5,85.8
Wheat,Cold Storage,47,12.5,72.6
Groundnut,Cold Storage,173,16.7,62.6
Wheat,Dry Storage,68,7.0,66.5
Onion,Dry Storage,38,3.8,86.2
Apple,Dry Storage,78,8.6,80.1
Banana,Dry Storage,116,14.8,57.2
Pulses,Ambient,63,15.8,71.6
Mango,Dry Storage,15,17.7,84.2
Rice,Ambient,162,9.7,48.8
Tomato,Ambient,95,24.2,40.0
Apple,Cold Storage,120,24.5,57.8
Apple,Dry Storage,86,8.2,90.4
Sugarcane,Cold Storage,158,17.4,90.9
Maize,Ambient,97,23.2,67.4
Potato,Ambient,14,4.0,77.5
Rice,Cold Storage,164,2.8,62.3
Mango,Dry Storage,169,13.6,83.1
Apple,Cold Storage,33,10.6,50.0
Wheat,Cold Storage,140,8.0,63.9
Onion,Dry Storage,11,8.1,60.6
Potato,Ambient,120,24.7,85.2
Maize,Dry Storage,17,2.7,85.1
Sugarcane,Ambient,20,19.2,78.0
Sugarcane,Dry Storage,111,2.9,50.5
Groundnut,Ambient,34,5.5,50.9
Wheat,Dry Storage,122,15.6,78.0
Chilli,Ambient,35,23.1,58.9
Cotton,Ambient,45,5.6,45.1
Tomato,Ambient,106,11.0,77.5
Groundnut,Dry Storage,150,11.3,89.0
Mango,Cold Storage,21,12.4,92.5
Potato,Cold Storage,146,18.0,85.6
Apple,Dry Storage,169,11.4,44.2
Banana,Dry Storage,130,18.5,50.1
Tomato,Ambient,6,19.9,76.1
Potato,Cold Storage,144,3.4,53.1
Wheat,Cold Storage,157,13.5,40.9
Potato,Dry Storage,179,13.3,90.2
