Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
groundnut,Kharif,186,18.0,64.7
pulses,Rabi,263,19.7,87.9
grapes,Zaid,6,23.4,83.3
banana,Rabi,7,22.8,75.2
mango,Zaid,21,20.9,86.7
soybean,Rabi,178,17.8,77.9
orange,Rabi,67,14.5,70.6
groundnut,Zaid,148,19.2,77.2
mango,Zaid,20,18.0,63.3
tomato,Zaid,7,24.6,72.2
rice,Rabi,287,13.4,85.5
orange,Kharif,59,15.8,78.1
sugarcane,Zaid,4,8.9,63.0
cotton,Rabi,576,16.6,55.5
tomato,Kharif,8,16.2,86.3
grapes,Rabi,6,18.9,69.6
maize,Kharif,183,19.9,67.2
cauliflower,Rabi,25,12.5,79.2
wheat,Zaid,200,12.5,84.5
grapes,Kharif,6,14.2,89.2
cabbage,Kharif,25,18.0,58.6
maize,Rabi,167,15.6,58.6
cotton,Zaid,431,16.0,55.3
grapes,Rabi,9,11.6,85.5
sugarcane,Kharif,5,8.2,56.4
pulses,Rabi,207,20.7,84.6
soybean,Rabi,86,9.9,55.8
orange,Zaid,77,24.5,71.2
maize,Rabi,120,23.6,78.1
rice,Rabi,179,21.5,77.6
sugarcane,Rabi,5,15.7,72.2
sugarcane,Zaid,3,24.3,70.1
pulses,Zaid,192,10.0,55.7
potato,Kharif,56,22.1,55.8
groundnut,Kharif,160,13.7,57.7
pulses,Zaid,301,13.0,83.2
pulses,Zaid,175,23.8,60.9
apple,Kharif,71,9.1,68.2
brinjal,Zaid,15,14.2,70.0
soybean,Rabi,178,18.3,74.0
brinjal,Kharif,10,8.1,67.0
potato,Rabi,75,9.1,69.4
grapes,Rabi,16,8.2,88.3
groundnut,Zaid,188,13.3,61.5
potato,Zaid,92,19.9,84.4
groundnut,Zaid,153,24.6,61.4
mango,Zaid,20,17.0,83.8
banana,Rabi,7,9.6,86.9
cauliflower,Zaid,8,8.5,64.3
maize,Kharif,185,22.8,61.7
apple,Kharif,92,11.5,86.6
groundnut,Rabi,170,11.7,57.8
mango,Zaid,12,22.4,88.9
rice,Kharif,207,11.8,68.1
pulses,Zaid,154,22.7,59.8
groundnut,Kharif,148,13.4,89.5
pulses,Kharif,203,15.8,78.3
rice,Zaid,251,16.3,59.5
potato,Zaid,84,18.7,78.2
banana,Zaid,7,12.2,65.3
onion,Zaid,140,22.0,80.2
cotton,Rabi,418,20.6,65.9
brinjal,Kharif,12,21.7,72.6
onion,Kharif,85,12.8,85.4
onion,Kharif,126,10.2,59.3
cabbage,Kharif,22,21.2,59.4
onion,Zaid,127,17.8,76.1
pulses,Zaid,240,14.8,63.8
cabbage,Zaid,14,12.3,89.7
cauliflower,Kharif,18,8.1,55.6
sugarcane,Rabi,7,15.0,61.1
soybean,Rabi,176,24.0,55.2
rice,Kharif,121,15.3,62.3
soybean,Zaid,150,14.0,82.5
grapes,Rabi,18,11.9,73.5
soybean,Zaid,164,22.4,67.1
chilli,Zaid,31,20.3,64.1
brinjal,Zaid,16,11.7,87.0
chilli,Zaid,20,17.3,79.3
onion,Kharif,123,21.2,65.0
apple,Rabi,150,9.1,78.1
banana,Kharif,7,11.8,57.8
soybean,Kharif,100,15.2,86.6
potato,Kharif,104,11.5,89.0
tomato,Rabi,9,19.3,72.8
groundnut,Rabi,200,17.1,68.2
pulses,Kharif,285,19.2,60.0
onion,Kharif,81,22.8,59.5
sugarcane,Kharif,6,15.4,88.5
sugarcane,Zaid,4,21.5,86.2
soybean,Zaid,135,15.4,71.9
brinjal,Rabi,12,8.4,64.0
orange,Zaid,25,14.6,77.8
cabbage,Kharif,12,22.7,66.1
apple,Zaid,119,14.9,56.1
onion,Rabi,125,15.7,59.1
mango,Zaid,21,14.6,83.9
mango,Zaid,17,21.9,67.4
chilli,Kharif,25,14.1,77.1
sugarcane,Rabi,5,19.9,89.9
mango,Zaid,22,10.2,87.0
grapes,Zaid,5,11.3,69.3
soybean,Kharif,92,18.0,59.4
mango,Zaid,12,10.7,65.2
apple,Rabi,83,12.1,56.4
potato,Kharif,57,16.6,56.1
mango,Zaid,18,8.7,85.5
brinjal,Zaid,16,11.0,64.0
onion,Rabi,173,18.3,87.1
soybean,Rabi,161,15.6,65.2
wheat,Kharif,271,18.1,57.5
pulses,Zaid,236,12.2,55.2
mango,Zaid,15,12.3,71.6
apple,Rabi,152,15.3,65.2
groundnut,Kharif,173,11.1,80.1
apple,Kharif,152,10.1,73.6
maize,Zaid,116,24.7,88.9
mango,Zaid,23,24.4,74.2
banana,Zaid,7,12.4,57.3
groundnut,Kharif,142,22.7,61.3
cotton,Kharif,355,11.7,61.3
cotton,Rabi,344,21.2,74.2
wheat,Zaid,307,11.7,55.3
tomato,Kharif,9,17.1,71.0
rice,Kharif,235,10.1,73.0
banana,Rabi,7,21.1,78.7
rice,Zaid,199,21.7,87.2
banana,Rabi,7,10.0,79.1
potato,Zaid,56,8.8,84.4
wheat,Kharif,262,16.3,77.0
apple,Rabi,116,9.0,87.6
tomato,Rabi,4,9.5,86.1
chilli,Zaid,29,11.0,86.5
apple,Rabi,67,13.1,72.3
apple,Kharif,138,22.8,85.5
orange,Kharif,70,21.2,85.2
potato,Rabi,81,20.8,56.2
tomato,Rabi,10,20.2,61.1
sugarcane,Rabi,5,19.4,59.9
orange,Zaid,48,18.1,79.1
banana,Zaid,7,18.4,77.5
cotton,Kharif,529,20.2,64.5
soybean,Kharif,154,17.5,84.3
pulses,Rabi,194,14.0,66.9
sugarcane,Kharif,6,21.7,69.4
groundnut,Rabi,154,12.1,55.7
sugarcane,Kharif,5,13.1,82.3
soybean,Zaid,132,24.6,81.2
cabbage,Kharif,16,13.5,89.0
potato,Zaid,102,22.8,89.2
maize,Zaid,174,20.2,69.2
sugarcane,Zaid,4,10.3,60.6
wheat,Rabi,312,14.4,85.9
orange,Rabi,31,19.9,58.7
cabbage,Rabi,20,13.0,85.6
pulses,Kharif,262,23.0,78.1
pulses,Rabi,323,17.8,80.0
banana,Kharif,7,23.6,56.0
brinjal,Kharif,5,17.3,60.6
soybean,Rabi,110,17.1,80.9
sugarcane,Kharif,3,12.2,61.4
chilli,Zaid,37,18.5,63.0
cotton,Zaid,518,9.8,83.7
apple,Zaid,127,8.6,70.6
pulses,Rabi,225,12.4,78.5
rice,Zaid,157,13.4,87.0
brinjal,Rabi,19,24.9,80.3
apple,Zaid,162,23.4,55.5
cabbage,Kharif,12,14.1,87.4
cauliflower,Kharif,20,14.8,72.3
orange,Zaid,70,12.9,64.9
groundnut,Kharif,180,8.6,84.9
wheat,Kharif,159,8.7,62.2
sugarcane,Zaid,2,15.1,86.0
cotton,Kharif,256,19.3,64.7
orange,Rabi,58,12.8,85.2
potato,Zaid,96,22.8,81.8
rice,Kharif,121,9.7,64.4
potato,Rabi,84,20.0,83.4
onion,Zaid,171,20.8,89.0
cauliflower,Kharif,13,14.8,68.5
onion,Rabi,95,14.5,60.7
sugarcane,Zaid,6,14.3,73.0
tomato,Zaid,10,16.5,70.5
cotton,Zaid,338,12.7,89.7
cabbage,Rabi,13,11.2,57.6
grapes,Zaid,11,17.3,72.1
wheat,Zaid,281,18.9,59.4
apple,Kharif,112,13.1,80.9
maize,Kharif,138,13.0,62.2
tomato,Kharif,5,12.8,83.6
mango,Zaid,19,16.8,73.2
rice,Zaid,180,15.2,69.4
cabbage,Kharif,23,23.7,72.8
orange,Rabi,28,23.4,83.4
grapes,Rabi,17,13.1,81.0
mango,Zaid,22,22.5,86.2
potato,Kharif,107,8.5,72.7
maize,Zaid,105,13.6,55.4
rice,Rabi,193,23.8,85.5
potato,Kharif,48,9.8,59.1
groundnut,Zaid,126,9.5,64.5
chilli,Rabi,35,18.9,57.2
onion,Kharif,106,20.0,68.7
cauliflower,Kharif,22,12.1,84.0
mango,Zaid,21,24.1,65.2
banana,Rabi,7,12.5,73.5
cotton,Zaid,285,22.4,70.1
orange,Kharif,70,8.9,61.1
cotton,Zaid,527,16.3,58.0
banana,Kharif,7,18.9,80.6
onion,Rabi,96,12.8,86.4
grapes,Rabi,20,14.9,56.4
cauliflower,Kharif,22,16.7,76.8
potato,Kharif,99,16.4,83.7
soybean,Kharif,130,20.1,60.9
banana,Rabi,7,10.9,60.3
sugarcane,Kharif,2,14.0,80.4
tomato,Rabi,12,20.1,87.6
tomato,Kharif,9,20.6,88.9
cauliflower,Zaid,21,20.3,56.8
banana,Zaid,7,24.5,74.0
mango,Zaid,20,9.2,77.6
brinjal,Zaid,5,22.7,63.8
soybean,Zaid,97,20.0,83.5
chilli,Kharif,26,17.0,71.4
brinjal,Kharif,15,16.5,77.9
potato,Zaid,71,19.3,66.3
cotton,Kharif,497,11.8,74.8
soybean,Kharif,94,20.4,70.8
brinjal,Kharif,8,20.9,57.8
chilli,Zaid,28,24.3,67.8
brinjal,Kharif,10,21.8,61.0
mango,Zaid,25,24.3,68.5
apple,Zaid,68,21.0,62.4
groundnut,Zaid,119,24.5,85.8
rice,Zaid,237,22.3,55.5
soybean,Zaid,83,14.3,57.0
cabbage,Kharif,19,22.6,72.8
tomato,Zaid,10,21.0,75.7
brinjal,Rabi,19,15.9,79.3
brinjal,Rabi,16,16.3,65.7
maize,Rabi,216,17.8,65.7
cabbage,Zaid,17,14.8,60.2
cauliflower,Rabi,23,24.9,82.6
potato,Kharif,76,8.9,79.7
maize,Kharif,212,12.9,60.4
onion,Zaid,119,10.4,56.9
tomato,Rabi,8,20.5,61.2
soybean,Rabi,138,12.0,74.6
apple,Zaid,134,16.5,60.3
wheat,Kharif,187,19.2,68.8
mango,Zaid,15,10.6,67.7
cauliflower,Kharif,12,8.5,81.8
grapes,Zaid,9,9.2,73.3
banana,Rabi,7,22.0,85.1
mango,Zaid,12,13.2,86.9
wheat,Kharif,260,9.6,55.4
apple,Rabi,116,22.5,85.4
groundnut,Zaid,202,9.8,74.7
brinjal,Kharif,8,9.9,68.7
brinjal,Zaid,9,22.1,71.9
brinjal,Rabi,13,9.2,61.3
onion,Kharif,99,14.4,55.1
brinjal,Zaid,8,14.6,73.4
grapes,Kharif,18,12.3,66.7
wheat,Rabi,175,8.9,82.8
brinjal,Rabi,10,14.6,62.1
apple,Zaid,84,13.9,55.4
cabbage,Rabi,14,16.1,78.1
potato,Kharif,49,19.7,87.2
sugarcane,Zaid,2,13.0,55.9
tomato,Zaid,10,15.9,73.8
chilli,Rabi,39,16.0,67.0
groundnut,Kharif,146,10.1,66.4
onion,Rabi,118,11.7,55.4
groundnut,Rabi,217,14.5,71.5
wheat,Zaid,200,9.5,74.0
soybean,Zaid,137,19.5,70.1
potato,Rabi,69,15.5,58.5
brinjal,Rabi,16,9.7,63.1
banana,Rabi,7,11.1,69.0
sugarcane,Kharif,2,8.1,71.6
cauliflower,Kharif,9,10.5,75.9
groundnut,Rabi,228,14.9,88.4
rice,Zaid,144,23.3,72.6
wheat,Zaid,153,20.3,78.0
grapes,Zaid,19,23.9,81.2
pulses,Zaid,162,9.8,64.3
wheat,Kharif,156,18.7,78.4
mango,Zaid,21,17.7,82.0
mango,Zaid,15,12.4,74.7
orange,Rabi,76,19.7,80.0
cauliflower,Kharif,21,11.1,88.1
orange,Zaid,41,20.4,80.7
brinjal,Kharif,12,24.4,82.8
banana,Rabi,7,10.7,64.2
potato,Rabi,82,15.7,57.8
onion,Kharif,110,9.4,65.9
potato,Rabi,76,8.3,87.8
brinjal,Rabi,10,13.7,57.0
brinjal,Zaid,17,18.8,62.6
banana,Rabi,7,10.1,69.4
sugarcane,Kharif,3,16.6,64.1
rice,Zaid,196,17.8,61.5
banana,Zaid,7,21.0,78.3
sugarcane,Rabi,7,23.2,59.8
apple,Zaid,81,16.7,63.4
cabbage,Kharif,21,10.8,84.0
chilli,Rabi,36,24.0,64.5
sugarcane,Zaid,6,19.1,82.5
pulses,Zaid,221,22.5,89.8
maize,Zaid,142,14.1,58.4
sugarcane,Zaid,2,24.5,55.5
soybean,Zaid,90,20.5,60.8
banana,Rabi,7,24.4,63.2
chilli,Kharif,27,14.4,78.6
apple,Rabi,172,9.0,81.2
wheat,Kharif,212,16.9,55.3
chilli,Rabi,22,18.5,63.4
mango,Zaid,21,10.0,70.1
sugarcane,Rabi,4,16.9,88.6
groundnut,Kharif,136,17.6,88.3
soybean,Rabi,113,24.4,56.1
pulses,Kharif,199,22.7,57.2
wheat,Kharif,192,10.8,83.2
soybean,Kharif,150,14.6,62.5
onion,Zaid,109,16.4,84.1
grapes,Kharif,15,15.9,63.9
grapes,Kharif,13,13.3,82.2
apple,Zaid,74,24.0,60.3
cabbage,Rabi,19,18.9,62.6
cabbage,Rabi,13,17.7,86.2
grapes,Rabi,16,18.1,55.5
groundnut,Zaid,109,11.6,81.2
banana,Zaid,7,13.4,56.4
grapes,Rabi,9,11.9,84.9
brinjal,Zaid,16,13.9,56.5
apple,Rabi,100,16.5,66.6
sugarcane,Rabi,6,16.0,74.7
sugarcane,Zaid,4,21.0,88.5
pulses,Kharif,206,22.3,89.7
orange,Zaid,59,21.5,68.7
potato,Rabi,83,15.8,84.5
rice,Rabi,160,12.1,72.8
banana,Zaid,7,15.2,79.3
cotton,Kharif,536,16.4,66.6
cotton,Rabi,277,22.9,87.6
pulses,Kharif,222,12.3,56.0
cotton,Rabi,300,8.7,59.2
rice,Kharif,176,24.2,69.5
grapes,Kharif,11,16.4,61.2
chilli,Zaid,17,21.3,71.9
maize,Zaid,176,23.0,82.0
cotton,Zaid,296,18.3,75.3
cotton,Zaid,333,17.6,56.8
mango,Zaid,20,20.2,70.5
banana,Kharif,7,14.8,66.2
banana,Zaid,7,12.9,73.9
mango,Zaid,23,11.7,88.8
grapes,Kharif,15,21.9,79.9
pulses,Rabi,237,19.8,81.7
groundnut,Rabi,133,16.1,72.4
onion,Kharif,131,20.9,72.0
sugarcane,Rabi,5,24.0,67.6
grapes,Rabi,19,20.7,80.3
pulses,Zaid,162,23.5,86.0
cotton,Rabi,372,23.5,55.1
brinjal,Rabi,19,12.7,79.4
cabbage,Zaid,23,12.1,82.9
tomato,Kharif,5,16.5,66.2
potato,Zaid,107,23.6,79.4
soybean,Kharif,116,9.2,76.1
cabbage,Kharif,19,24.2,88.4
cabbage,Rabi,15,17.7,63.6
apple,Rabi,76,23.6,57.6
sugarcane,Zaid,5,11.2,75.7
cauliflower,Kharif,16,24.8,67.4
mango,Zaid,10,17.4,79.2
brinjal,Rabi,19,18.1,81.4
pulses,Zaid,273,17.7,84.4
pulses,Zaid,309,8.8,87.0
brinjal,Zaid,17,17.7,58.9
pulses,Zaid,243,16.1,77.4
orange,Zaid,54,19.8,81.7
tomato,Rabi,10,14.3,83.3
wheat,Rabi,293,20.3,66.7
banana,Kharif,7,14.3,74.5
cotton,Kharif,321,14.2,84.5
banana,Kharif,7,16.1,79.3
soybean,Rabi,134,15.1,83.5
potato,Zaid,85,13.2,82.1
cabbage,Rabi,18,11.4,64.4
potato,Rabi,70,13.8,81.4
chilli,Kharif,20,19.2,90.0
orange,Kharif,64,19.0,65.9
soybean,Kharif,113,17.1,80.7
cotton,Zaid,400,22.1,87.9
mango,Zaid,23,12.6,78.1
mango,Zaid,9,21.5,88.2
tomato,Kharif,9,18.9,63.1
banana,Zaid,7,16.8,71.6
mango,Zaid,20,12.3,55.5
brinjal,Zaid,15,15.0,86.0
tomato,Kharif,7,13.2,70.2
groundnut,Rabi,123,24.5,64.8
chilli,Kharif,24,15.8,64.8
apple,Kharif,51,19.3,65.7
cotton,Kharif,504,14.5,71.0
potato,Kharif,74,14.3,59.0
tomato,Rabi,9,10.8,76.9
apple,Kharif,159,17.4,69.8
pulses,Zaid,185,12.9,73.9
banana,Kharif,7,24.7,76.0
soybean,Kharif,82,11.8,86.1
cauliflower,Rabi,13,22.1,81.0
pulses,Zaid,186,11.1,80.7
pulses,Rabi,229,24.3,70.8
tomato,Zaid,8,17.3,69.7
soybean,Kharif,136,24.4,85.0
cabbage,Zaid,26,17.9,80.5
cauliflower,Rabi,12,17.1,82.9
wheat,Kharif,266,20.6,76.5
apple,Rabi,90,10.6,61.2
soybean,Kharif,99,15.2,88.2
mango,Zaid,10,10.6,72.9
tomato,Rabi,9,24.5,57.8
potato,Kharif,78,18.0,60.6
orange,Zaid,35,15.2,55.4
onion,Rabi,103,19.2,82.2
maize,Rabi,168,16.9,57.6
cauliflower,Zaid,14,10.7,59.3
grapes,Rabi,18,10.1,55.8
banana,Kharif,7,15.3,61.1
onion,Kharif,91,21.6,62.3
mango,Zaid,22,21.5,71.6
cauliflower,Rabi,15,20.0,64.9
grapes,Kharif,6,23.9,81.8
groundnut,Kharif,120,25.0,65.5
maize,Kharif,178,11.7,76.0
groundnut,Zaid,163,16.6,82.6
cauliflower,Zaid,18,15.8,78.4
brinjal,Rabi,10,12.2,69.9
chilli,Rabi,28,24.2,63.1
potato,Kharif,48,17.0,78.1
chilli,Rabi,27,14.5,78.4
cabbage,Kharif,16,25.0,61.5
grapes,Rabi,14,13.6,85.9
cotton,Zaid,504,20.8,64.1
soybean,Zaid,140,8.8,88.2
brinjal,Rabi,20,16.8,60.5
onion,Kharif,155,23.6,77.8
groundnut,Zaid,213,17.2,63.7
banana,Zaid,7,13.3,86.1
mango,Zaid,20,24.6,88.8
wheat,Rabi,320,18.7,69.2
cabbage,Kharif,18,13.7,55.0
brinjal,Kharif,16,10.2,88.6
chilli,Kharif,20,17.8,85.3
soybean,Rabi,175,10.6,58.4
wheat,Rabi,246,18.6,73.5
chilli,Kharif,36,22.2,71.2
cabbage,Kharif,23,21.2,76.8
potato,Kharif,85,14.4,88.2
tomato,Zaid,5,15.9,70.5
cauliflower,Rabi,24,11.0,71.2
mango,Zaid,10,10.0,78.4
brinjal,Kharif,10,22.8,58.1
mango,Zaid,10,14.9,89.1
potato,Zaid,110,10.7,83.4
maize,Rabi,238,19.5,72.0
cauliflower,Zaid,18,8.7,61.2
soybean,Kharif,104,23.7,58.8
pulses,Kharif,152,20.9,76.7
grapes,Kharif,10,14.5,73.5
sugarcane,Rabi,7,17.9,74.1
potato,Kharif,102,12.5,62.4
cauliflower,Kharif,14,23.6,64.6
apple,Kharif,127,13.9,74.2
wheat,Zaid,234,23.4,68.1
mango,Zaid,21,20.5,86.3
soybean,Zaid,108,19.9,67.3
soybean,Kharif,99,22.5,75.2
sugarcane,Kharif,4,12.7,71.5
pulses,Zaid,156,14.0,83.7
wheat,Rabi,166,12.6,88.1
groundnut,Rabi,201,14.7,61.7
banana,Kharif,7,22.5,68.2
cotton,Kharif,485,17.3,78.2
banana,Rabi,7,17.5,66.5
pulses,Zaid,182,14.4,87.0
onion,Zaid,132,19.5,79.8
potato,Zaid,110,9.7,67.7
groundnut,Zaid,169,24.1,55.3
mango,Zaid,22,8.1,70.3
groundnut,Rabi,164,13.0,85.7
cauliflower,Rabi,19,9.2,69.7
tomato,Kharif,7,8.8,70.8
banana,Kharif,7,20.9,62.4
brinjal,Kharif,18,19.2,61.2
potato,Zaid,52,10.2,67.4
orange,Kharif,47,22.9,63.1
chilli,Rabi,38,12.4,84.2
soybean,Rabi,85,22.0,60.9
cotton,Zaid,337,21.2,62.7
maize,Kharif,124,18.1,57.7
orange,Kharif,24,18.9,87.5
rice,Rabi,158,19.2,88.6
mango,Zaid,13,17.3,83.9
brinjal,Zaid,6,13.6,55.4
grapes,Zaid,11,21.2,70.2
maize,Kharif,201,18.7,61.8
cabbage,Kharif,16,9.4,71.0
tomato,Zaid,8,23.7,60.3
groundnut,Zaid,163,10.2,85.5
potato,Rabi,69,22.5,76.4
pulses,Rabi,284,10.8,72.5
apple,Zaid,116,9.0,74.0
apple,Rabi,68,8.1,56.2
cabbage,Kharif,21,18.7,64.0
sugarcane,Kharif,3,22.7,68.7
apple,Kharif,53,23.3,81.2
rice,Zaid,150,17.9,56.5
sugarcane,Rabi,4,14.6,60.0
chilli,Zaid,33,14.3,56.0
cabbage,Rabi,19,22.9,72.9
wheat,Zaid,193,18.1,71.5
apple,Rabi,129,13.5,55.8
apple,Zaid,112,17.8,88.9
groundnut,Kharif,191,8.8,83.7
banana,Kharif,7,12.7,73.2
chilli,Kharif,21,24.1,67.1
brinjal,Zaid,5,10.4,65.5
soybean,Zaid,129,18.2,59.3
tomato,Zaid,4,13.6,79.5
sugarcane,Zaid,6,10.3,57.5
onion,Rabi,169,15.0,64.2
orange,Rabi,88,15.3,75.2
potato,Kharif,78,21.3,75.6
chilli,Kharif,19,9.3,77.7
cabbage,Kharif,21,21.5,75.3
apple,Zaid,99,8.5,78.9
cauliflower,Kharif,9,9.8,61.9
maize,Kharif,135,21.0,82.8
tomato,Kharif,5,23.7,59.4
orange,Rabi,63,24.1,59.6
onion,Rabi,135,21.2,85.5
grapes,Zaid,10,24.8,56.2
tomato,Kharif,7,17.4,77.6
wheat,Rabi,323,18.1,79.1
groundnut,Rabi,179,13.2,66.9
apple,Kharif,76,23.0,89.6
rice,Rabi,194,13.1,58.1
mango,Zaid,16,21.8,63.9
onion,Rabi,94,18.7,75.9
wheat,Zaid,285,10.9,56.0
brinjal,Kharif,16,18.6,73.1
chilli,Zaid,17,8.2,60.3
wheat,Kharif,264,20.6,82.7
soybean,Rabi,161,9.4,60.0
cotton,Rabi,303,12.3,68.2
wheat,Zaid,233,22.3,72.3
apple,Rabi,96,12.3,61.7
brinjal,Zaid,14,23.0,76.2
cabbage,Zaid,23,16.5,89.8
mango,Zaid,9,19.1,84.9
pulses,Zaid,158,14.8,69.1
orange,Zaid,34,11.2,81.7
soybean,Kharif,129,13.9,81.0
sugarcane,Kharif,5,16.0,78.8
cotton,Rabi,510,9.3,77.8
pulses,Kharif,225,22.5,67.5
maize,Zaid,163,22.2,73.7
pulses,Zaid,278,10.0,87.6
grapes,Zaid,16,11.4,88.7
tomato,Rabi,7,10.0,62.7
cauliflower,Kharif,12,16.8,72.4
cabbage,Zaid,18,14.9,76.3
tomato,Zaid,8,18.2,66.7
mango,Zaid,9,13.4,76.4
cauliflower,Rabi,14,23.5,69.5
cotton,Kharif,241,24.8,77.6
maize,Kharif,203,13.4,89.4
onion,Kharif,161,15.0,84.1
potato,Rabi,92,19.4,72.8
groundnut,Rabi,149,22.4,84.5
tomato,Kharif,8,22.0,69.3
pulses,Rabi,221,11.0,88.5
chilli,Zaid,30,23.9,69.6
mango,Zaid,18,10.1,59.4
cauliflower,Kharif,9,14.8,67.1
sugarcane,Kharif,4,20.8,82.1
orange,Zaid,35,16.9,69.0
orange,Rabi,36,12.3,83.8
soybean,Kharif,110,15.6,74.7
grapes,Kharif,18,13.5,62.1
orange,Kharif,25,11.4,82.9
soybean,Kharif,156,14.8,90.0
brinjal,Zaid,14,21.5,74.5
rice,Rabi,192,15.8,77.0
cotton,Kharif,314,17.7,68.9
sugarcane,Rabi,3,16.4,74.1
wheat,Zaid,255,16.7,65.5
wheat,Rabi,288,13.2,81.0
soybean,Zaid,166,8.9,57.5
maize,Zaid,191,22.8,78.5
cauliflower,Kharif,8,18.4,63.3
cotton,Kharif,350,24.9,69.6
groundnut,Zaid,118,20.6,70.7
cotton,Zaid,557,20.1,69.9
wheat,Rabi,205,17.7,61.0
mango,Zaid,12,8.2,67.1
wheat,Rabi,222,18.6,66.9
banana,Kharif,7,17.6,62.8
brinjal,Rabi,12,13.5,65.6
cotton,Kharif,308,9.7,69.8
grapes,Kharif,10,21.6,63.8
rice,Zaid,230,20.0,85.5
potato,Rabi,112,13.2,68.0
maize,Rabi,190,16.6,76.3
cotton,Zaid,506,11.4,69.5
tomato,Kharif,4,19.9,73.1
maize,Zaid,152,24.7,68.7
onion,Zaid,145,12.5,67.6
grapes,Zaid,11,19.6,72.8
potato,Rabi,65,14.4,71.4
cotton,Rabi,378,17.7,74.6
soybean,Zaid,134,9.9,67.4
wheat,Rabi,211,22.9,80.9
rice,Kharif,148,19.7,68.8
cabbage,Kharif,22,10.7,82.8
mango,Zaid,18,16.3,89.9
cauliflower,Rabi,20,19.5,76.5
potato,Zaid,87,21.0,71.1
onion,Rabi,95,24.9,56.9
tomato,Zaid,8,20.1,76.1
grapes,Kharif,18,16.3,75.4
rice,Kharif,266,13.9,81.2
mango,Zaid,24,16.3,86.6
apple,Rabi,63,12.6,77.6
chilli,Kharif,25,16.8,70.4
tomato,Zaid,11,13.5,66.7
mango,Zaid,15,9.2,82.4
grapes,Rabi,7,9.5,83.4
groundnut,Rabi,194,20.6,74.9
orange,Kharif,48,16.3,72.2
pulses,Kharif,236,15.7,59.5
wheat,Rabi,181,22.0,64.5
pulses,Rabi,261,9.5,70.7
chilli,Kharif,23,15.9,65.5
cabbage,Zaid,15,10.7,78.6
potato,Zaid,105,16.2,60.2
soybean,Kharif,133,9.4,70.1
potato,Kharif,102,22.2,65.5
banana,Zaid,7,12.7,83.5
grapes,Zaid,19,9.3,87.4
cabbage,Rabi,26,8.7,72.9
rice,Zaid,155,16.2,81.4
brinjal,Kharif,15,10.1,57.1
rice,Zaid,160,9.5,71.1
chilli,Kharif,26,10.7,78.8
cabbage,Kharif,16,17.5,63.6
sugarcane,Rabi,4,24.6,79.9
wheat,Zaid,258,21.3,58.2
banana,Kharif,7,12.5,70.8
tomato,Rabi,8,13.6,81.8
groundnut,Zaid,130,22.1,78.3
cotton,Kharif,481,20.5,73.6
cauliflower,Rabi,22,20.6,64.6
soybean,Kharif,112,24.9,85.3
rice,Rabi,135,24.7,88.3
pulses,Rabi,214,17.5,55.0
orange,Rabi,46,16.9,68.3
brinjal,Kharif,12,12.1,77.3
apple,Zaid,68,21.6,61.4
pulses,Rabi,354,15.7,69.1
chilli,Kharif,19,19.1,81.2
groundnut,Zaid,186,18.8,55.9
rice,Kharif,260,14.8,57.2
cotton,Zaid,290,11.5,80.5
orange,Zaid,34,20.6,79.1
banana,Zaid,7,10.3,88.3
grapes,Zaid,12,13.4,80.3
cauliflower,Zaid,8,14.8,69.5
rice,Zaid,249,13.1,67.5
cauliflower,Zaid,18,12.5,72.5
soybean,Rabi,134,21.5,73.0
cotton,Zaid,467,21.3,68.4
maize,Rabi,140,23.5,58.4
soybean,Kharif,87,9.6,68.7
wheat,Kharif,231,23.4,71.9
apple,Kharif,97,19.7,68.3
brinjal,Zaid,5,22.1,76.0
cotton,Kharif,478,20.8,72.2
cauliflower,Kharif,10,8.2,57.9
groundnut,Kharif,166,17.9,83.5
groundnut,Rabi,132,21.1,61.0
potato,Kharif,100,10.4,88.4
grapes,Zaid,10,13.6,60.1
grapes,Rabi,8,18.2,77.9
banana,Rabi,7,16.3,76.9
grapes,Rabi,10,17.6,81.9
pulses,Rabi,348,16.9,86.9
groundnut,Rabi,184,19.1,66.8
cotton,Rabi,577,17.0,61.5
maize,Kharif,143,15.2,80.0
soybean,Rabi,85,8.6,71.6
tomato,Kharif,8,12.3,87.7
cauliflower,Zaid,8,8.4,79.4
rice,Zaid,129,16.3,77.7
orange,Rabi,65,12.3,65.0
groundnut,Rabi,230,23.6,86.0
cabbage,Kharif,16,8.6,61.3
apple,Zaid,91,12.8,86.9
cotton,Zaid,382,22.0,68.3
sugarcane,Kharif,3,20.7,74.8
onion,Rabi,96,12.8,67.8
wheat,Zaid,247,14.2,81.2
pulses,Zaid,342,24.5,83.0
mango,Zaid,18,13.2,76.7
groundnut,Kharif,141,17.3,67.3
mango,Zaid,15,9.1,89.5
cotton,Rabi,359,24.8,68.9
rice,Rabi,184,21.2,58.4
brinjal,Zaid,19,18.2,88.6
onion,Zaid,162,13.4,62.9
tomato,Zaid,7,9.5,81.3
potato,Zaid,99,19.8,75.3
maize,Rabi,170,24.5,78.6
brinjal,Zaid,7,13.4,60.9
grapes,Rabi,12,24.9,75.4
tomato,Kharif,5,21.9,73.2
maize,Rabi,240,13.1,65.3
maize,Zaid,210,22.2,73.8
pulses,Zaid,251,11.7,85.5
